"Pokemon","Fast.Move","Charged.Move","DPS","TDO","DPS.3.TDO","CP","fastType","fastDmg","fastDps","chargeType","chargeDmg","chargeDps"
"224","Mega Alakazam","Confusion","Fire Punch",18.654,476.9,3095.4,4366,"psychic","20","12.5","fire","55","25"
"225","Mega Gardevoir","Confusion","Return",18.652,639.3,4148.3,4512,"psychic","20","12.5","normal","35","50"
"226","Mega Gallade","Confusion","Return",18.649,641.8,4162.5,4521,"psychic","20","12.5","normal","35","50"
"227","Mega Alakazam","Psycho Cut","Focus Blast",18.646,476.7,3090.2,4366,"psychic","5","8.3","fighting","140","40"
"228","Shadow Entei","Fire Spin","Overheat",18.644,533.4,3456.9,3473,"fire","14","12.7","fire","160","40"
"229","Shadow Alakazam","Psycho Cut","Future Sight",18.632,315.7,2042.3,3057,"psychic","5","8.3","psychic","120","44.4"
"230","Lucario","Counter","Aura Sphere",18.621,384.2,2480.6,2703,"fighting","12","13.3","fighting","90","50"
"231","Mega Absol","Snarl","Dark Pulse",18.617,366.8,2366.9,3301,"dark","12","10.9","dark","80","26.7"
"232","Shadow Dragonite","Steel Wing","Draco Meteor",18.61,513.5,3309.5,3792,"steel","11","13.8","dragon","150","41.7"
"233","Shadow Weavile","Ice Shard","Avalanche",18.602,374.2,2408.3,3005,"ice","12","10","ice","90","33.3"
"234","Mega Garchomp","Dragon Tail","Fire Blast",18.6,854.7,5499.7,5424,"dragon","15","13.6","fire","140","33.3"
"235","Mega Manectric","Snarl","Wild Charge",18.593,514.9,3309.5,3580,"dark","12","10.9","electric","90","34.6"
"236","Mega Gengar","Hex","Psychic",18.59,516.3,3316.6,4336,"ghost","10","8.3","psychic","90","32.1"
"237","Mega Charizard Y","Fire Spin","Return",18.58,647.2,4151.3,4455,"fire","14","12.7","normal","35","50"
"238","Primal Groudon","Dragon Tail","Earthquake",18.564,753.9,4823.3,5227,"dragon","15","13.6","ground","140","38.9"
"239","Mega Charizard Y","Fire Spin","Fire Blast",18.544,645.9,4118.7,4455,"fire","14","12.7","fire","140","33.3"
"240","Mega Banette","Shadow Claw","Return",18.539,438.3,2792.8,3594,"ghost","9","12.9","normal","35","50"
"241","Shadow Dragonite","Dragon Tail","Hyper Beam",18.517,510.9,3244,3792,"dragon","15","13.6","normal","150","39.5"
"242","Deoxys (Normal Forme)","Zen Headbutt","Thunderbolt",18.515,253.9,1611.6,3160,"psychic","12","10.9","electric","80","32"
"243","Mega Gardevoir","Charm","Return",18.502,634.1,4016,4512,"fairy","20","13.3","normal","35","50"
"244","Shadow Salamence","Dragon Tail","Fire Blast",18.496,452.2,2861,3749,"dragon","15","13.6","fire","140","33.3"
"245","Mega Houndoom","Fire Fang","Foul Play",18.487,578.1,3652.3,3842,"fire","12","13.3","dark","70","35"
"246","Primal Groudon","Mud Shot","Earthquake",18.485,750.7,4741.2,5227,"ground","5","8.3","ground","140","38.9"
"247","Mega Gardevoir","Charge Beam","Dazzling Gleam",18.48,633.4,3997.2,4512,"electric","8","7.3","fairy","100","28.6"
"248","Shadow Dragonite","Dragon Breath","Dragon Pulse",18.468,509.6,3209.7,3792,"dragon","6","12","dragon","90","25"
"249","Mega Gallade","Confusion","Leaf Blade",18.463,635.4,3999.1,4521,"psychic","20","12.5","grass","70","29.2"
"250","Shadow Charizard","Air Slash","Blast Burn",18.445,403.1,2529.6,2889,"flying","14","11.7","fire","110","33.3"
"251","Mega Charizard Y","Wing Attack","Flamethrower",18.437,642.2,4024.5,4455,"flying","8","10","fire","70","31.8"
"252","Shadow Dragonite","Steel Wing","Dragon Claw",18.427,508.4,3181.2,3792,"steel","11","13.8","dragon","50","29.4"
"253","Mega Metagross","Bullet Punch","Psychic",18.426,876.6,5484.1,4911,"steel","9","10","psychic","90","32.1"
"254","Shadow Charizard","Ember","Blast Burn",18.422,402.6,2517.1,2889,"fire","10","10","fire","110","33.3"
"255","Rampardos","Smack Down","Rock Slide",18.413,370.8,2314.5,3298,"rock","16","13.3","rock","80","29.6"
"256","Shadow Alakazam","Confusion","Dazzling Gleam",18.397,311.7,1941,3057,"psychic","20","12.5","fairy","100","28.6"
"257","Shadow Gardevoir","Charm","Psychic",18.397,411.1,2559.9,3093,"fairy","20","13.3","psychic","90","32.1"
"258","Mega Lucario","Counter","Close Combat",18.392,498.8,3103.5,3826,"fighting","12","13.3","fighting","100","43.5"
"259","Mega Salamence","Fire Fang","Draco Meteor",18.389,862.5,5363.2,5031,"fire","12","13.3","dragon","150","41.7"
"260","Shadow Magnezone","Charge Beam","Wild Charge",18.385,437.4,2718.1,3205,"electric","8","7.3","electric","90","34.6"
"261","Chandelure","Fire Spin","Shadow Ball",18.372,427,2647.6,3268,"fire","14","12.7","ghost","100","33.3"
"262","Mega Charizard X","Dragon Breath","Blast Burn",18.365,642.5,3979.3,3850,"dragon","6","12","fire","110","33.3"
"263","Mega Houndoom","Snarl","Foul Play",18.364,574.3,3556.6,3842,"dark","12","10.9","dark","70","35"
"264","Mega Gengar","Shadow Claw","Dark Pulse",18.363,510,3157.9,4336,"ghost","9","12.9","dark","80","26.7"
"265","Mega Salamence","Dragon Tail","Return",18.358,861.1,5327.7,5031,"dragon","15","13.6","normal","35","50"
"266","Mega Pidgeot","Wing Attack","Brave Bird",18.331,558.3,3438.8,3680,"flying","8","10","flying","130","65"
"267","Shadow Zapdos","Charge Beam","Thunderbolt",18.328,470.6,2897.4,3527,"electric","8","7.3","electric","80","32"
"268","Mega Gallade","Confusion","Close Combat",18.317,630.3,3874,4521,"psychic","20","12.5","fighting","100","43.5"
"269","Shadow Dragonite","Dragon Breath","Hurricane",18.315,505.4,3104.9,3792,"dragon","6","12","flying","110","40.7"
"270","Shadow Entei","Fire Fang","Flamethrower",18.293,523.4,3204.3,3473,"fire","12","13.3","fire","70","31.8"
"271","Shadow Weavile","Feint Attack","Foul Play",18.289,367.9,2250.3,3005,"dark","10","11.1","dark","70","35"
"272","Shadow Alakazam","Counter","Future Sight",18.282,309.8,1893,3057,"fighting","12","13.3","psychic","120","44.4"
"273","Mega Sceptile","Fury Cutter","Dragon Claw",18.276,524.4,3201.2,4056,"bug","3","7.5","dragon","50","29.4"
"274","Salamence","Dragon Tail","Outrage",18.271,536,3269.2,3749,"dragon","15","13.6","dragon","110","28.2"
"275","Mega Blaziken","Counter","Stone Edge",18.264,523,3186.5,4161,"fighting","12","13.3","rock","100","43.5"
"276","Shadow Gardevoir","Confusion","Dazzling Gleam",18.237,407.5,2471.9,3093,"psychic","20","12.5","fairy","100","28.6"
"277","Shadow Porygon-Z","Lock-On","Tri-Attack",18.235,370.6,2247.1,3266,"normal","1","3.3",NA,NA,NA
"278","Shadow Porygon-Z","Lock-On","Hyper Beam",18.217,370.3,2238.3,3266,"normal","1","3.3","normal","150","39.5"
"279","Shadow Exeggutor","Zen Headbutt","Psychic",18.216,399.1,2412.2,3014,"psychic","12","10.9","psychic","90","32.1"
"280","Shadow Exeggutor","Confusion","Solar Beam",18.212,399,2409.9,3014,"psychic","20","12.5","grass","180","36.7"
"281","Mega Gengar","Sucker Punch","Psychic",18.172,504.7,3028.5,4336,"dark","7","10","psychic","90","32.1"
"282","Mega Charizard Y","Air Slash","Flamethrower",18.168,632.8,3795.1,4455,"flying","14","11.7","fire","70","31.8"
"283","Shadow Banette","Hex","Shadow Ball",18.164,262.2,1571,2298,"ghost","10","8.3","ghost","100","33.3"
"284","Shadow Raikou","Thunder Shock","Thunderbolt",18.152,489.4,2927.1,3452,"electric","5","8.3","electric","80","32"
"285","Mega Charizard Y","Dragon Breath","Overheat",18.138,631.8,3769.8,4455,"dragon","6","12","fire","160","40"
"286","Shadow Absol","Snarl","Dark Pulse",18.135,252,1502.9,2526,"dark","12","10.9","dark","80","26.7"
"287","Shadow Exeggutor","Extrasensory","Solar Beam",18.135,397.3,2369.6,3014,"psychic","12","10.9","grass","180","36.7"
"288","Mega Salamence","Bite","Outrage",18.131,850.5,5069,5031,"dark","6","12","dragon","110","28.2"
"289","Gengar","Lick","Shadow Ball",18.109,350.4,2080.9,2878,"ghost","5","10","ghost","100","33.3"
"290","Honchkrow","Snarl","Sky Attack",18.098,355.7,2108.5,2711,"dark","12","10.9","flying","80","40"
"291","Galarian Darmanitan - Zen Mode","Ice Fang","Ice Punch",18.076,429.3,2535.8,3905,"ice","12","8","ice","50","26.3"
"292","Reshiram","Fire Fang","Overheat",18.075,623.7,3683,4038,"fire","12","13.3","fire","160","40"
"293","Shadow Houndoom","Fire Fang","Foul Play",18.075,325.8,1923.8,2635,"fire","12","13.3","dark","70","35"
"294","Mega Lucario","Counter","Power-Up Punch",18.073,490.2,2893.5,3826,"fighting","12","13.3","fighting","50","25"
"295","Mewtwo","Confusion","Shadow Ball",18.068,565.7,3336.3,4178,"psychic","20","12.5","ghost","100","33.3"
"296","Shadow Gallade","Low Kick","Psychic",18.062,403.6,2378.3,3093,"fighting","6","10","psychic","90","32.1"
"297","Primal Kyogre","Waterfall","Blizzard",18.06,733.4,4320.3,5227,"water","16","13.3","ice","130","41.9"
"298","Mega Manectric","Charge Beam","Wild Charge",18.05,499.9,2939.8,3580,"electric","8","7.3","electric","90","34.6"
"299","Gengar","Shadow Claw","Shadow Ball",18.033,348.9,2046,2878,"ghost","9","12.9","ghost","100","33.3"
"300","Lucario","Bullet Punch","Aura Sphere",18.029,372,2179.9,2703,"steel","9","10","fighting","90","50"
"301","Shadow Gardevoir","Charm","Dazzling Gleam",18.027,402.8,2359.8,3093,"fairy","20","13.3","fairy","100","28.6"
"302","Mega Metagross","Zen Headbutt","Psychic",18.01,856.8,5005.6,4911,"psychic","12","10.9","psychic","90","32.1"
"303","Shadow Sharpedo","Bite","Hydro Pump",18.001,190.8,1112.7,2181,"dark","6","12","water","130","39.4"
"304","Shadow Machamp","Bullet Punch","Dynamic Punch",17.996,402,2343.1,3056,"steel","9","10","fighting","90","33.3"
"305","Metagross","Bullet Punch","Meteor Mash",17.983,621.7,3615.5,3791,"steel","9","10","steel","100","38.5"
"306","Zekrom","Dragon Breath","Wild Charge",17.975,620.2,3601.8,4038,"dragon","6","12","electric","90","34.6"
"307","Regigigas","Zen Headbutt","Giga Impact",17.964,659.2,3821,4337,"psychic","12","10.9","normal","200","42.6"
"308","Mega Houndoom","Fire Fang","Flamethrower",17.958,561.6,3252.2,3842,"fire","12","13.3","fire","70","31.8"
"309","Shadow Charizard","Dragon Breath","Blast Burn",17.954,392.4,2270.7,2889,"dragon","6","12","fire","110","33.3"
"310","White Kyurem","Dragon Breath","Dragon Pulse",17.949,641.2,3708.1,4605,"dragon","6","12","dragon","90","25"
"311","Shadow Sharpedo","Bite","Crunch",17.945,190.2,1099.1,2181,"dark","6","12","dark","70","21.9"
"312","Shadow Entei","Fire Spin","Flamethrower",17.936,513.2,2961.4,3473,"fire","14","12.7","fire","70","31.8"
"313","Salamence","Dragon Tail","Draco Meteor",17.931,526,3032.4,3749,"dragon","15","13.6","dragon","150","41.7"
"314","Primal Groudon","Dragon Tail","Fire Punch",17.925,728,4192.9,5227,"dragon","15","13.6","fire","55","25"
"315","Shadow Moltres","Fire Spin","Fire Blast",17.924,451,2597.3,3465,"fire","14","12.7","fire","140","33.3"
"316","Reshiram","Fire Fang","Draco Meteor",17.923,618.4,3560.5,4038,"fire","12","13.3","dragon","150","41.7"
"317","Mega Heracross","Struggle Bug","Megahorn",17.922,667.5,3842.8,4814,"bug","15","10","bug","110","50"
"318","Shadow Houndoom","Snarl","Foul Play",17.921,323,1858.8,2635,"dark","12","10.9","dark","70","35"
"319","Mega Gallade","Charm","Synchronoise",17.918,616.6,3547.4,4521,"fairy","20","13.3","psychic","80","30.8"
"320","Mega Charizard X","Ember","Blast Burn",17.914,626.7,3602.8,3850,"fire","10","10","fire","110","33.3"
"321","Palkia","Dragon Tail","Draco Meteor",17.91,583.2,3350.3,3991,"dragon","15","13.6","dragon","150","41.7"
"322","Shadow Cacturne","Poison Jab","Grass Knot",17.877,251.3,1436,2298,"poison","10","12.5","grass","90","34.6"
"323","Shadow Sharpedo","Waterfall","Crunch",17.874,189.4,1081.6,2181,"water","16","13.3","dark","70","21.9"
"324","Shadow Venusaur","Vine Whip","Frenzy Plant",17.869,432.2,2465.8,2720,"grass","7","11.7","grass","100","38.5"
"325","Shadow Gallade","Confusion","Synchronoise",17.864,399.2,2275.6,3093,"psychic","20","12.5","psychic","80","30.8"
"326","Shadow Gardevoir","Confusion","Synchronoise",17.864,399.2,2275.6,3093,"psychic","20","12.5","psychic","80","30.8"
"327","Mega Alakazam","Counter","Fire Punch",17.862,456.6,2602.1,4366,"fighting","12","13.3","fire","55","25"
"328","Shadow Zapdos","Thunder Shock","Zap Cannon",17.861,458.6,2612.9,3527,"electric","5","8.3","electric","140","37.8"
"329","Primal Groudon","Dragon Tail","Fire Blast",17.86,725.3,4132.1,5227,"dragon","15","13.6","fire","140","33.3"
"330","Mega Lucario","Bullet Punch","Shadow Ball",17.856,484.3,2757.2,3826,"steel","9","10","ghost","100","33.3"
"331","Mega Gengar","Lick","Shadow Punch",17.853,495.8,2821,4336,"ghost","5","10","ghost","40","23.5"
"332","Shadow Raikou","Volt Switch","Thunderbolt",17.852,481.3,2738.6,3452,"electric","14","8.8","electric","80","32"
"333","Black Kyurem","Shadow Claw","Blizzard",17.844,637.5,3622,4605,"ghost","9","12.9","ice","130","41.9"
"334","Mega Beedrill","Poison Jab","Return",17.844,395.2,2245.4,3383,"poison","10","12.5","normal","35","50"
"335","Mega Charizard Y","Ember","Flamethrower",17.839,621.3,3527.1,4455,"fire","10","10","fire","70","31.8"
"336","Mega Beedrill","Poison Jab","X-Scissor",17.814,394.5,2230.3,3383,"poison","10","12.5","bug","45","28.1"
"337","Chandelure","Hex","Shadow Ball",17.813,414,2339.9,3268,"ghost","10","8.3","ghost","100","33.3"
"338","Rayquaza","Air Slash","Outrage",17.809,521.3,2944.2,3835,"flying","14","11.7","dragon","110","28.2"
"339","Mega Lucario","Counter","Flash Cannon",17.807,483,2726.8,3826,"fighting","12","13.3","steel","100","37"
"340","Shadow Dragonite","Steel Wing","Dragon Pulse",17.8,491.2,2770.2,3792,"steel","11","13.8","dragon","90","25"
"341","Shadow Exeggutor","Bullet Seed","Psychic",17.798,389.9,2198.4,3014,"grass","8","7.3","psychic","90","32.1"
"342","Mega Aerodactyl","Rock Throw","Rock Slide",17.782,626.1,3520.7,4118,"rock","12","13.3","rock","80","29.6"
"343","Primal Groudon","Dragon Tail","Solar Beam",17.78,722.1,4058.4,5227,"dragon","15","13.6","grass","180","36.7"
"344","Shadow Magmortar","Fire Spin","Fire Punch",17.771,376.7,2113.9,3132,"fire","14","12.7","fire","55","25"
"345","Shadow Porygon-Z","Charge Beam","Tri-Attack",17.77,361.2,2026.8,3266,"electric","8","7.3",NA,NA,NA
"346","Regigigas","Hidden Power (Fire)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"347","Regigigas","Hidden Power (Fighting)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"348","Regigigas","Hidden Power (Water)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"349","Regigigas","Hidden Power (Flying)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"350","Regigigas","Hidden Power (Grass)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"351","Regigigas","Hidden Power (Poison)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"352","Regigigas","Hidden Power (Electric)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"353","Regigigas","Hidden Power (Ground)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"354","Regigigas","Hidden Power (Psychic)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"355","Regigigas","Hidden Power (Rock)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"356","Regigigas","Hidden Power (Ice)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"357","Regigigas","Hidden Power (Bug)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"358","Regigigas","Hidden Power (Dragon)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"359","Regigigas","Hidden Power (Ghost)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"360","Regigigas","Hidden Power (Dark)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"361","Regigigas","Hidden Power (Steel)","Giga Impact",17.768,652,3656.8,4337,NA,NA,NA,"normal","200","42.6"
"362","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"363","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"364","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"365","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"366","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"367","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"368","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"369","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"370","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"371","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"372","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"373","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"374","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"375","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"376","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"377","Regigigas","Hidden Power","Giga Impact",17.768,652,3656.8,4337,"normal","15","10","normal","200","42.6"
"378","Shadow Dragonite","Dragon Breath","Hyper Beam",17.767,490.2,2749.7,3792,"dragon","6","12","normal","150","39.5"
"379","White Kyurem","Steel Wing","Blizzard",17.761,634.5,3555.3,4605,"steel","11","13.8","ice","130","41.9"
"380","Galarian Darmanitan - Zen Mode","Tackle","Ice Punch",17.76,421.8,2362.7,3905,"normal","5","10","ice","50","26.3"
"381","Mega Charizard X","Wing Attack","Blast Burn",17.756,621.2,3477.5,3850,"flying","8","10","fire","110","33.3"
"382","Shadow Alakazam","Counter","Dazzling Gleam",17.755,300.9,1683.9,3057,"fighting","12","13.3","fairy","100","28.6"
"383","Shadow Alakazam","Confusion","Focus Blast",17.752,300.8,1682.9,3057,"psychic","20","12.5","fighting","140","40"
"384","Haxorus","Dragon Tail","Dragon Claw",17.751,456.1,2551.2,3593,"dragon","15","13.6","dragon","50","29.4"
"385","Darmanitan","Fire Fang","Overheat",17.742,393.9,2199.9,3105,"fire","12","13.3","fire","160","40"
"386","Mega Houndoom","Snarl","Flamethrower",17.727,554.3,3087.8,3842,"dark","12","10.9","fire","70","31.8"
"387","Mega Banette","Shadow Claw","Dazzling Gleam",17.72,419,2331.1,3594,"ghost","9","12.9","fairy","100","28.6"
"388","Mega Gardevoir","Charge Beam","Synchronoise",17.713,607,3373.4,4512,"electric","8","7.3","psychic","80","30.8"
"389","Shadow Magmortar","Fire Spin","Psychic",17.704,375.3,2082.5,3132,"fire","14","12.7","psychic","90","32.1"
"390","Mega Blaziken","Fire Spin","Stone Edge",17.696,506.8,2808.5,4161,"fire","14","12.7","rock","100","43.5"
"391","Shadow Sharpedo","Waterfall","Hydro Pump",17.691,187.5,1038,2181,"water","16","13.3","water","130","39.4"
"392","Shadow Alakazam","Psycho Cut","Dazzling Gleam",17.688,299.7,1658.9,3057,"psychic","5","8.3","fairy","100","28.6"
"393","Mega Charizard Y","Wing Attack","Fire Blast",17.672,615.5,3397,4455,"flying","8","10","fire","140","33.3"
"394","Mega Gallade","Low Kick","Leaf Blade",17.664,607.9,3350.1,4521,"fighting","6","10","grass","70","29.2"
"395","Shadow Salamence","Fire Fang","Hydro Pump",17.662,431.8,2379,3749,"fire","12","13.3","water","130","39.4"
"396","Shadow Gardevoir","Charm","Synchronoise",17.659,394.6,2172.8,3093,"fairy","20","13.3","psychic","80","30.8"
"397","Shadow Arcanine","Fire Fang","Flamethrower",17.657,410.3,2258.5,3029,"fire","12","13.3","fire","70","31.8"
"398","Mega Salamence","Dragon Tail","Hydro Pump",17.626,826.8,4527.4,5031,"dragon","15","13.6","water","130","39.4"
"399","Primal Groudon","Mud Shot","Fire Punch",17.609,715.1,3904.8,5227,"ground","5","8.3","fire","55","25"
"400","Mega Beedrill","Bug Bite","X-Scissor",17.608,390,2128.9,3383,"bug","5","10","bug","45","28.1"
"401","Primal Groudon","Mud Shot","Fire Blast",17.593,714.5,3890.9,5227,"ground","5","8.3","fire","140","33.3"
